来源,reason,原始相对路径,duration_sec,rms
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009026570000000006_333_2788786.wav,5.36,0.10057
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363168570000000006_333_2785612.wav,5.25,0.1276
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009035170000000006_333_2789540.wav,5.38,0.07822
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009025600000000009_333_2788298.wav,5.4,0.09754
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363046710000000000_333_2781918.wav,5.51,0.11589
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363082050000000004_333_2782582.wav,5.36,0.09984
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010014910000000000_333_2790394.wav,5.31,0.08816
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363019790000000008_333_2781492.wav,5.23,0.0991
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010012720000000001_333_2790093.wav,5.26,0.09618
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009035080000000007_333_2789522.wav,5.54,0.07879
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363166740000000003_333_2785205.wav,5.22,0.11112
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363022150000000004_333_2781634.wav,5.37,0.07788
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009011390000000008_333_2787487.wav,5.51,0.07502
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010015240000000003_333_2790463.wav,5.3,0.10993
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363171120000000001_333_2786060.wav,5.51,0.07494
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363130510000000000_333_2782917.wav,5.35,0.06799
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363134490000000008_333_2783259.wav,5.36,0.07957
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009010080000000007_333_2787253.wav,5.51,0.07081
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363167970000000006_333_2785466.wav,5.35,0.10445
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363059790000000008_333_2782167.wav,5.35,0.08554
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009023460000000005_333_2788253.wav,5.41,0.09167
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363156310000000000_333_2784413.wav,5.35,0.13645
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009039210000000000_333_2789559.wav,5.38,0.07198
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363056870000000006_333_2782080.wav,5.38,0.08959
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363168330000000002_333_2785567.wav,5.36,0.09991
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363134120000000001_333_2783096.wav,5.32,0.10116
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363161510000000000_333_2784926.wav,5.36,0.12333
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363177170000000006_333_2786999.wav,5.42,0.07276
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363008320000000001_333_2781360.wav,5.17,0.08506
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009026730000000002_333_2788858.wav,5.5,0.09482
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363021940000000003_333_2781598.wav,5.11,0.08537
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009013960000000005_333_2787587.wav,5.43,0.06356
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009026940000000003_333_2788941.wav,5.27,0.10756
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010012730000000002_333_2790099.wav,5.51,0.09017
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363060150000000004_333_2782236.wav,5.35,0.10021
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363172590000000008_333_2786450.wav,5.16,0.08631
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363131180000000007_333_2783003.wav,5.36,0.09851
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363056280000000007_333_2782019.wav,5.3,0.10521
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009034770000000006_333_2789486.wav,5.31,0.08639
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363135380000000007_333_2783393.wav,5.41,0.09761
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363172080000000007_333_2786222.wav,5.21,0.09751
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009041160000000005_333_2789624.wav,5.35,0.09014
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363030250000000004_333_2781848.wav,5.35,0.09915
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363172100000000009_333_2786241.wav,5.35,0.10117
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009025630000000002_333_2788325.wav,5.42,0.09114
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009022770000000006_333_2787979.wav,5.38,0.12408
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363172530000000002_333_2786423.wav,5.31,0.08054
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363053880000000007_333_2781985.wav,5.32,0.09445
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010014920000000001_333_2790399.wav,5.31,0.08622
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009014130000000002_333_2787624.wav,5.36,0.09003
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010015470000000006_333_2790476.wav,5.31,0.10695
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363021920000000001_333_2781592.wav,5.41,0.10241
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363179010000000000_333_2787053.wav,5.36,0.11812
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363012250000000004_333_2781432.wav,5.06,0.10279
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009025920000000001_333_2788469.wav,5.37,0.08441
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363134290000000008_333_2783141.wav,5.32,0.10076
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363176840000000003_333_2786918.wav,5.36,0.10085
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009010270000000006_333_2787280.wav,5.3,0.10337
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009011450000000004_333_2787514.wav,5.36,0.08956
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363160010000000000_333_2784728.wav,5.26,0.08138
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363029700000000009_333_2781762.wav,5.41,0.07413
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009010620000000001_333_2787334.wav,5.31,0.07315
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363135520000000001_333_2783448.wav,5.23,0.10643
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363135290000000008_333_2783339.wav,5.36,0.08262
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363159980000000007_333_2784710.wav,5.25,0.07256
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009026380000000007_333_2788684.wav,5.51,0.09414
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010016850000000004_333_2790556.wav,5.36,0.09834
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363177440000000003_333_2787008.wav,5.36,0.08852
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009013900000000009_333_2787559.wav,5.36,0.08854
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363008320000000001_333_2781362.wav,5.17,0.09914
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363055590000000008_333_2781990.wav,5.26,0.10761
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363081790000000008_333_2782501.wav,5.33,0.10749
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010014380000000007_333_2790272.wav,5.35,0.07647
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009035190000000008_333_2789546.wav,5.51,0.0801
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009014440000000003_333_2787678.wav,5.36,0.08979
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010012510000000000_333_2789990.wav,5.05,0.08141
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363130740000000003_333_2782944.wav,5.37,0.09732
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009026110000000000_333_2788559.wav,5.5,0.08998
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009025570000000006_333_2788280.wav,5.31,0.11135
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009025610000000000_333_2788307.wav,5.53,0.07311
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363008320000000001_333_2781358.wav,5.37,0.09101
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009027470000000006_333_2789063.wav,5.35,0.11161
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363167570000000006_333_2785339.wav,5.5,0.07515
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363005200000000009_333_2781314.wav,5.21,0.11778
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363157070000000006_333_2784602.wav,5.35,0.09709
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363167590000000008_333_2785350.wav,5.37,0.11234
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009033830000000002_333_2789225.wav,5.52,0.08761
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363020950000000004_333_2781516.wav,5.44,0.07158
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010012110000000000_333_2789846.wav,5.52,0.08236
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010012590000000008_333_2790042.wav,5.56,0.08222
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363003620000000001_333_2781266.wav,5.27,0.09298
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009034410000000000_333_2789392.wav,5.55,0.08149
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009010460000000005_333_2787307.wav,5.29,0.08376
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363157410000000000_333_2784647.wav,5.35,0.09186
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363059990000000008_333_2782200.wav,5.41,0.0941
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363134350000000004_333_2783178.wav,5.35,0.0948
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009027210000000000_333_2788979.wav,5.58,0.08234
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363161430000000002_333_2784890.wav,5.21,0.09106
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363047880000000007_333_2781980.wav,5.76,0.09762
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363134360000000005_333_2783187.wav,5.35,0.09388
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010012510000000000_333_2789992.wav,5.07,0.08588
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363172260000000005_333_2786315.wav,5.54,0.0994
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363179030000000002_333_2787062.wav,5.34,0.07709
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363160080000000007_333_2784773.wav,5.36,0.10372
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010012550000000004_333_2790020.wav,5.51,0.09247
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009022600000000009_333_2787934.wav,5.23,0.08872
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363167530000000002_333_2785322.wav,5.15,0.07264
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010012390000000008_333_2789951.wav,5.12,0.1203
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363135510000000000_333_2783439.wav,5.21,0.08258
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363172090000000008_333_2786231.wav,5.27,0.08177
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363129380000000007_333_2782845.wav,5.36,0.12757
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009039260000000005_333_2789571.wav,5.11,0.07534
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363081840000000003_333_2782528.wav,5.22,0.07781
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009018840000000003_333_2787768.wav,5.52,0.07904
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363137070000000006_333_2783856.wav,5.35,0.10447
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363138190000000008_333_2783952.wav,5.35,0.07496
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363167810000000000_333_2785422.wav,5.37,0.08784
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363172970000000006_333_2786576.wav,5.5,0.11608
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009026760000000005_333_2788885.wav,5.37,0.0724
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009026460000000005_333_2788723.wav,5.31,0.08693
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363169800000000009_333_2785850.wav,5.52,0.11422
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363082030000000002_333_2782573.wav,5.34,0.09145
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009033810000000000_333_2789218.wav,5.48,0.09456
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363170160000000005_333_2785895.wav,5.27,0.12789
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363172920000000001_333_2786540.wav,5.32,0.09571
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363056920000000001_333_2782098.wav,5.54,0.10662
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010014720000000001_333_2790340.wav,5.26,0.07726
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009011590000000008_333_2787541.wav,5.5,0.10212
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363030270000000006_333_2781853.wav,5.41,0.12345
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009011500000000009_333_2787532.wav,5.31,0.0858
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363082220000000001_333_2782591.wav,5.36,0.13057
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363056830000000002_333_2782068.wav,5.16,0.10563
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363177050000000004_333_2786990.wav,5.36,0.09211
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363084260000000005_333_2782727.wav,5.38,0.10325
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009027390000000008_333_2789037.wav,5.25,0.09074
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363165500000000009_333_2784953.wav,5.4,0.11099
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363073250000000004_333_2782351.wav,5.5,0.08408
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009033490000000008_333_2789154.wav,5.11,0.09264
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363135580000000007_333_2783468.wav,5.35,0.15293
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363061130000000002_333_2782314.wav,5.16,0.06426
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363157080000000007_333_2784611.wav,5.4,0.0853
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010012560000000005_333_2790026.wav,5.51,0.08007
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363021240000000003_333_2781528.wav,5.4,0.10736
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010013730000000002_333_2790207.wav,5.35,0.09045
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010014780000000007_333_2790358.wav,5.29,0.06694
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363176870000000006_333_2786945.wav,5.56,0.11529
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009034460000000005_333_2789403.wav,5.51,0.10061
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363056910000000000_333_2782092.wav,5.36,0.0871
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363178840000000003_333_2787026.wav,5.36,0.13345
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363059980000000007_333_2782194.wav,5.36,0.09127
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363167720000000001_333_2785377.wav,5.22,0.08003
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363138680000000007_333_2784012.wav,5.16,0.089
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363059550000000004_333_2782139.wav,5.36,0.09279
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326009023150000000004_333_2788163.wav,5.63,0.10403
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363029640000000003_333_2781745.wav,5.42,0.0966
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363081280000000007_333_2782476.wav,5.51,0.09366
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260326010012510000000000_333_2789988.wav,5.49,0.08736
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-30震动触感器/阶段1/260325363168320000000001_333_2785558.wav,5.43,0.08243
