来源,reason,原始相对路径,duration_sec,rms
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009027360000000005_333_2789021.wav,2.44,0.14461
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010015220000000001_333_2790454.wav,2.35,0.13609
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009026920000000001_333_2788939.wav,2.44,0.23544
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363129980000000007_333_2782869.wav,2.4,0.19513
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363169490000000008_333_2785757.wav,2.45,0.20193
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010014860000000005_333_2790385.wav,2.45,0.15075
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363074260000000005_333_2782383.wav,2.41,0.14172
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009023370000000006_333_2788232.wav,2.24,0.12307
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363160850000000004_333_2784833.wav,2.45,0.12999
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363022440000000003_333_2781655.wav,2.3,0.12397
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363157500000000009_333_2784671.wav,2.19,0.23418
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009033890000000008_333_2789253.wav,2.41,0.10079
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363134590000000008_333_2783292.wav,2.68,0.14243
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009014430000000002_333_2787675.wav,2.18,0.10632
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009034920000000001_333_2789513.wav,2.66,0.1185
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363169830000000002_333_2785874.wav,2.64,0.08851
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363081080000000007_333_2782473.wav,2.51,0.17898
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363134030000000002_333_2783057.wav,2.25,0.24332
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363030200000000009_333_2781832.wav,2.26,0.1172
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363029660000000005_333_2781760.wav,2.68,0.13698
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363165870000000006_333_2785093.wav,2.2,0.11459
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009023270000000006_333_2788205.wav,2.21,0.17146
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363074840000000003_333_2782437.wav,2.22,0.16678
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363011800000000009_333_2781418.wav,2.66,0.23449
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363134020000000001_333_2783048.wav,2.5,0.12445
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363167790000000008_333_2785418.wav,2.28,0.12622
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363172360000000005_333_2786348.wav,2.2,0.13245
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363167020000000001_333_2785229.wav,2.2,0.16285
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363168740000000003_333_2785657.wav,2.39,0.11327
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010014620000000001_333_2790338.wav,2.54,0.14198
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363030430000000002_333_2781873.wav,2.39,0.14626
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009023090000000008_333_2788133.wav,2.43,0.13656
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009026250000000004_333_2788646.wav,2.54,0.12024
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363173010000000000_333_2786618.wav,2.45,0.15031
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010012060000000005_333_2789825.wav,2.15,0.09983
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363120950000000004_333_2782815.wav,2.49,0.1281
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363029210000000000_333_2781708.wav,2.34,0.12687
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363172430000000002_333_2786402.wav,2.74,0.19015
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363169530000000002_333_2785775.wav,2.25,0.08213
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363023760000000005_333_2781696.wav,2.36,0.12503
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010016090000000008_333_2790535.wav,2.21,0.07995
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009026220000000001_333_2788620.wav,2.45,0.20188
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009022410000000000_333_2787877.wav,2.3,0.18762
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363171810000000000_333_2786102.wav,2.61,0.11147
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363136400000000009_333_2783590.wav,2.21,0.15036
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009010050000000004_333_2787232.wav,2.51,0.13148
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363004430000000002_333_2781288.wav,2.5,0.16524
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009025790000000008_333_2788412.wav,2.45,0.23137
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010012180000000007_333_2789893.wav,2.62,0.21104
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363168340000000003_333_2785582.wav,2.45,0.17638
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009034140000000003_333_2789317.wav,2.3,0.11892
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363083330000000002_333_2782633.wav,2.65,0.10999
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010014850000000004_333_2790379.wav,2.42,0.11467
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363165590000000008_333_2784973.wav,2.34,0.13174
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009027380000000007_333_2789035.wav,2.44,0.16497
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010012690000000008_333_2790078.wav,2.05,0.20092
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363176310000000000_333_2786798.wav,2.36,0.25159
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363175320000000001_333_2786717.wav,2.41,0.18501
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363135600000000009_333_2783484.wav,2.41,0.1312
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363056490000000008_333_2782055.wav,2.2,0.11251
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363136850000000004_333_2783780.wav,2.46,0.08675
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363030240000000003_333_2781846.wav,2.46,0.15948
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363021630000000002_333_2781556.wav,2.26,0.2322
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363057000000000009_333_2782114.wav,2.54,0.08626
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009026180000000007_333_2788591.wav,2.38,0.13066
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363022490000000008_333_2781661.wav,2.46,0.12621
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363157300000000009_333_2784626.wav,2.21,0.10636
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009022730000000002_333_2787967.wav,2.46,0.10079
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363134460000000005_333_2783247.wav,2.41,0.12196
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363175540000000003_333_2786735.wav,2.44,0.16829
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363176910000000000_333_2786987.wav,2.42,0.08583
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009014380000000007_333_2787639.wav,2.56,0.15055
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363169690000000008_333_2785838.wav,2.65,0.22883
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363179200000000009_333_2787086.wav,2.51,0.10007
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326017005500000000009_333_2790585.wav,2.55,0.13041
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009034060000000005_333_2789285.wav,2.37,0.10392
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363080830000000002_333_2782455.wav,2.66,0.1744
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009027240000000003_333_2788995.wav,2.54,0.24175
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010012800000000009_333_2790143.wav,2.21,0.11772
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363176280000000007_333_2786789.wav,2.16,0.19703
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363134410000000000_333_2783220.wav,2.44,0.19983
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363136820000000001_333_2783749.wav,2.2,0.22973
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363081970000000006_333_2782561.wav,2.2,0.14362
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009025740000000003_333_2788367.wav,2.49,0.22299
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363149510000000000_333_2784284.wav,2.3,0.12844
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363169440000000003_333_2785721.wav,2.65,0.1208
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010012200000000009_333_2789904.wav,2.39,0.14391
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363176770000000006_333_2786888.wav,2.3,0.15988
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363166150000000004_333_2785166.wav,2.18,0.29255
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009022540000000003_333_2787913.wav,2.3,0.11647
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363169610000000000_333_2785802.wav,2.14,0.17017
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363170350000000004_333_2785919.wav,2.51,0.12097
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363130730000000002_333_2782941.wav,2.24,0.09811
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010015630000000002_333_2790517.wav,2.41,0.09378
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363135490000000008_333_2783436.wav,2.29,0.12031
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363134320000000001_333_2783165.wav,2.3,0.10357
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363172410000000000_333_2786393.wav,2.32,0.10404
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009034370000000006_333_2789378.wav,2.2,0.11882
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009010300000000009_333_2787295.wav,2.46,0.23555
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363157450000000004_333_2784662.wav,2.19,0.10663
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363120840000000003_333_2782796.wav,2.24,0.1721
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363005130000000002_333_2781306.wav,2.2,0.18653
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009027270000000006_333_2789015.wav,2.61,0.18228
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363156980000000007_333_2784581.wav,2.44,0.1226
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363172200000000009_333_2786284.wav,2.48,0.14128
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363056330000000002_333_2782033.wav,2.39,0.13521
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363169630000000002_333_2785811.wav,2.62,0.11412
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363047350000000004_333_2781952.wav,2.44,0.12866
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363130980000000007_333_2782977.wav,2.38,0.10636
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363083230000000002_333_2782615.wav,2.41,0.1358
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009013920000000001_333_2787574.wav,2.51,0.17732
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363159620000000001_333_2784698.wav,2.21,0.13898
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009034730000000002_333_2789476.wav,2.27,0.1708
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363149470000000006_333_2784275.wav,2.46,0.11537
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363156870000000006_333_2784536.wav,2.44,0.13911
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009022470000000006_333_2787904.wav,2.24,0.22525
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363176880000000007_333_2786960.wav,2.39,0.08504
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363056370000000006_333_2782038.wav,2.45,0.21981
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009022780000000007_333_2787994.wav,2.45,0.09286
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363023870000000006_333_2781701.wav,2.6,0.11279
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363170930000000002_333_2786003.wav,2.57,0.12001
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009023050000000004_333_2788111.wav,2.43,0.10429
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010015080000000007_333_2790448.wav,2.42,0.09439
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363180050000000004_333_2787113.wav,2.2,0.18055
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009023210000000000_333_2788178.wav,2.4,0.13477
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009025770000000006_333_2788394.wav,2.39,0.11083
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009025890000000008_333_2788448.wav,2.24,0.16115
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363060320000000001_333_2782269.wav,2.51,0.16097
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363172000000000009_333_2786174.wav,2.29,0.09919
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009025950000000004_333_2788502.wav,2.26,0.12342
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009018900000000009_333_2787804.wav,2.3,0.13212
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009011210000000000_333_2787466.wav,2.6,0.27595
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363175000000000009_333_2786672.wav,2.5,0.08039
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363172340000000003_333_2786339.wav,2.41,0.08697
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363175040000000003_333_2786681.wav,2.41,0.21446
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363173020000000001_333_2786627.wav,2.39,0.15561
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009009950000000004_333_2787205.wav,2.46,0.12962
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010015780000000007_333_2790529.wav,2.42,0.15449
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363138130000000002_333_2783936.wav,2.45,0.11917
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010012760000000005_333_2790123.wav,2.46,0.1167
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363170730000000002_333_2785946.wav,2.46,0.11515
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363134250000000004_333_2783129.wav,2.36,0.19657
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363175650000000004_333_2786744.wav,2.26,0.16944
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363172860000000005_333_2786528.wav,2.45,0.13861
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363167550000000004_333_2785336.wav,2.06,0.1863
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009026280000000007_333_2788672.wav,2.47,0.18601
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010012520000000001_333_2790007.wav,2.25,0.2165
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363172230000000002_333_2786303.wav,2.2,0.22396
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363005920000000001_333_2781350.wav,2.65,0.13745
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009034480000000007_333_2789422.wav,2.26,0.10218
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363176610000000000_333_2786852.wav,2.3,0.1372
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363148740000000003_333_2784129.wav,2.66,0.16452
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363134550000000004_333_2783283.wav,2.32,0.12377
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009015390000000008_333_2787702.wav,2.32,0.14242
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326010012120000000001_333_2789857.wav,2.62,0.18117
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260326009026900000000009_333_2788933.wav,2.46,0.14946
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363172650000000004_333_2786465.wav,2.4,0.19262
input,no_matching_baseline: 无匹配的基准组，数据类型不匹配,zass/train_input/2026-03-09_分类/165-20震动触感器/阶段3/260325363148550000000004_333_2784044.wav,2.5,0.18847
